name,num,images,description,website
文化浴泉,512,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5675-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5676-263x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5677-350x263.jpg""]",2011年3月にリニューアルオープンし、アジアンリゾート風のインテリア、珍しい円形の富士山のペンキ絵など、これまでの銭湯のイメージを一新する癒しの空間として注目を集めています。ナノバブル（超微細気泡）風呂や軟水風呂、毎週日曜の薬湯も好評です。WEB1010の紹介記事（マンガ）はこちら。インドアビューはこちら。最新の銭湯情報はこちら,https://www.bunkayokusen1010.com/
光明泉,513,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5681-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5682-234x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5683-350x234.jpg""]",2014年3月にリニューアルオープン。モダンで明るく清潔な店内には、疲労回復や代謝促進などに効果的な人工ラジウム泉に加えて高濃度炭酸泉を導入。屋上の露天風呂は毎週金曜日に男湯と女湯が入れ替わります。最終入場受付は24：30まで。銭湯ランナーも歓迎です。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,http://kohmeisen.com/
大黒湯（休業中）,514,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/6504ff22b1f52a30a1108e6b9028b175-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/943d83092c0a3454738da7239157291d-300x210.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5690-350x232.jpg""]",※2026年2月2日～同年秋まで、リニューアル工事のため休業中です。熱めのお湯に富士山のペンキ絵、高い天井に響く木の桶の音など、昭和の面影を残す銭湯です。掃除に力を入れているので清潔感には自信あり。店の正面及び周辺４ヵ所のコインパーキングは、20時以降の利用がお得です。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,http://1010meguro.tokyo/map/more/daikokuyu/
大塚湯,518,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5712-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5713-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5714-263x350.jpg""]",湯船にはジェットがあります。熱めのお湯が自慢。いつも清潔です。最新の銭湯情報はこちら,http://1010meguro.tokyo/map/more/ootukayu/
みどり湯,520,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/d3d7a92136e602d5f7421e02cb9c88a1-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/d32d5318fb798d091801044564231bae-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/IMG_0317-th-225x300.jpg""]",人気のある街、自由が丘の喧騒を抜けたところにある、みどり湯。浴室は白黒を基調としたモダンな、迫力あるグラフィックの富士がお出迎え。銭湯ランナーにも人気で、手ぶらでもふらっと立ち寄れるように、レンタルタオル他アメニティも充実。季節に合わせたドリンクも多数勢ぞろい。みどり湯で美容健康リラックスを目的に、お買い物ついでに訪れてみてはいかがでしょうか。みどり湯の隣でgalleryもやってます。（展示開催はHPでご確認ください）WEB1010の紹介記事（リニューアル前）はこちら。最新の銭湯情報はこちら,http://midoriyururi.com/
旭湯,521,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/19204-5-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/19204-1-225x300.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/19204-2-300x225.jpg""]",都立大学駅から徒歩１分。開放感のある高い天井と広い浴槽で、温泉気分を味わえます。店内はいつも清潔で、無料のミストサウナが人気です。銭湯ランナーのご利用も歓迎します。インドアビューはこちら。最新の銭湯情報はこちら,http://1010meguro.tokyo/map/more/asahiyu/
千代の湯,526,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5727-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5728-350x250.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5729-350x250.jpg""]",2010年1月に、昭和の雰囲気を残してリニューアル。銭湯絵師の丸山さんと中島さんのペンキ絵が楽しめます。「水の宝石」とよばれる軟水風呂や炭酸泉で、心身共にリフレッシュ。東横線学芸大学駅から徒歩2分の便利なロケーションも魅力です。WEB1010の紹介記事（マンガ）はこちら。インドアビューはこちら。最新の銭湯情報はこちら,http://www.tiyonoyu.com
湯〜ゆランドあずま,528,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/th1-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/th2-300x225.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/th3-300x225.jpg""]",岩盤泉の岩風呂や、ボディ風呂、電気風呂、寝風呂、座風呂、水風呂、サウナなど、浴槽設備が充実。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://toshima-1010.com/public_bath/public_bath-113/
妙法湯,529,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_5072-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_5059-th-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3_5056-th-300x200.jpg""]",2019年1月29日（火）、リニューアルオープン。リニューアルのコンセプトは「お湯にこだわる」。バリアフリーの浴室には、日本初となる「軟水・炭酸・シルキー風呂」をはじめ、水風呂、電気風呂、ジェット風呂、ミクロンバイブラ風呂を設置。また、すべてのお湯に毛穴の汚れを除去し、保湿作用に優れた「ナノマイクロバブル」を採用。男女ともに高温サウナを用意。ロビーと脱衣場の床は肌ざわりに優れたベルギー製の新素材を敷き詰めている。こだわりの店主が建築デザイナーや設備屋と検討を重ねて創りあげた銭湯へぜひ！　ミニギャラリーでは椎名町界隈のアーティストの作品も展示中。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://myohoyu.com/
五色湯,530,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_1441-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_1386-th-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3_1416-th-300x200.jpg""]",2022年9月15日（木）、リニューアルオープン。「昭和のお風呂屋さん」をコンセプトに、湯治場のように落ち着く雰囲気の銭湯が椎名町に誕生！　新たにシルク風呂を導入した高温風呂（44℃）、ジェットエリアも備えた中温風呂（40℃）を設置。また、男女ともにサウナ（男95℃、女85℃）と水風呂、外気浴ができる「ととのいスペース」も新設。木の質感を生かした脱衣場やロビーで、くつろぎのひと時をどうぞ。設計は建築家の今井健太郎氏です。紹介エッセイはこちら。WEB1010の紹介記事（リニューアル前）はこちら。最新の銭湯情報はこちら,http://goshikiyu.jpn.com/
健康ランド末広湯,533,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5743-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5744-350x246.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5745-350x246.jpg""]",ジェット、バイブラ、寝風呂、座風呂、2種類の温度の水風呂に加えて露天風呂もお楽しみいただけます。インドアビューはこちら。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,https://toshima-1010.com/public_bath/suehiroyu/
小松湯,537,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5764-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5765-350x247.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5766-350x246.jpg""]",浴槽は、低温・中温・高温の３つ。いつも清潔です。最新の銭湯情報はこちら,https://toshima-1010.com/public_bath/komatsuyu/
稲荷湯,540,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5775-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5776-350x244.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5777-350x246.jpg""]",脱衣場＆浴室の天井が高いです。深い座風呂、バイブラ、電気風呂、薬湯、パワージェット、水風呂があります。薬湯は日替わりです。よく冷えた水風呂が好評。最新の銭湯情報はこちら,https://toshima-1010.com/public_bath/inariyu/
ゆラックス,541,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5780-250x170.jpg""]",ジェット、バイブラ、電気風呂、水風呂、薬湯、サウナ、立ちシャワーなどを設置。男女の浴室は週替わりです。最新の銭湯情報はこちら,
平和湯,542,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5781-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5782-240x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5783-350x240.jpg""]",お湯は湯冷めしにくいヒートポンプ方式で沸かしています。広い湯船につかりながら芸術的な女性像のタイル絵が楽しめます。お肌にやさしい軟水風呂。掃除が行き届き、清潔なのが自慢。環境にやさしいエコ銭湯です。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,http://www.heiwayu.net/
前田湯,545,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/20223-1-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/20223-6-225x300.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/20223-5-300x169.jpg""]",ジェット、バイブラ、薬湯などを設置。お湯は薪で沸かしています。天井が高くて、広いです。花屋を併設しています。WEB1010の紹介記事はこちら。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,https://toshima-1010.com/public_bath/maedayu/
宮下湯,546,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5791-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5792-350x246.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5793-350x246.jpg""]",体に優しいヒートポンプ浴泉で芯から温まります。地下１５０ｍからの水風呂と明るく清潔なお店で皆様をお待ちしています。水曜と日曜は薬湯実施。お肌にやさしい軟水風呂です。ジェット、バイブラ、水風呂、サウナなどを設置。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,https://toshima-1010.com/public_bath/miyashitayu/
巣鴨湯,547,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_1647-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_1644-th-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3_1667-th-300x200.jpg""]",2022年10月8日、リニューアルオープン。「サウナーから風呂好きまで、老若男女すべてが楽しめるように」と内外装並びに設備を一新。シルク風呂、美泡風呂（30℃）、水風呂（15℃）、寝風呂、ジェット、電気、内露天風呂（42℃）、外気浴（男）、内気浴（女）、サウナ（ボナ＆オートロウリュウ）を導入。お湯はオール軟水。脱衣場には全身を乾かすボディドライヤーを設置。銭湯では初の試みとして浴室にも畳を敷き、温かくて滑らないと好評です。WEB1010の紹介記事はこちら。紹介エッセイはこちら。最新の銭湯情報はこちら,https://toshima-1010.com/public_bath/sugamoyu/
やすらぎの湯　ニュー椿,548,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5803-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5804-350x245.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5805-350x242.jpg""]",２階と３階に趣きの異なる浴室を男女日替わりで提供（奇数日：男性2階・女性3階、偶数日：女性2階・男性3階）。各種ジェットバス、露天風呂、薬湯、遠赤外線サウナ、塩サウナなど充実の設備。４階には休憩ラウンジもあります。都会のオアシスで心もからだもリフレッシュ！WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,https://toshima-1010.com/public_bath/newtsubaki/
大塚記念湯,552,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5823-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5824-350x241.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5825-350x241.jpg""]",脱衣場、背景画の大宇宙が本・新聞・ＴＶで紹介されて有名です。ミクロバイブラ・薬湯・ジェットバス・寝風呂・水風呂など設備が充実。お風呂用品も豊富に取り揃え、手ぶらで入浴できます。お子様にはおみやげを差し上げています。銭湯ランナー歓迎、荷物の一時預かり可能です。WEB1010の紹介記事（マンガ）はこちら。インドアビューはこちら。最新の銭湯情報はこちら,https://toshima-1010.com/public_bath/otsukakinenyu/
香取湯,554,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5838-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5839-242x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5840-350x244.jpg""]",ジェット、バイブラ、サウナ、水風呂などを設置。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://toshima-1010.com/public_bath/katoriyu/
えびす湯,556,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5859-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5860-350x240.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5861-350x240.jpg""]",湿式のフィンランドサウナ無料。井戸水を薪で沸かしています。中島氏の富士山ペンキ絵あり。若主人はお嫁さん募集中。銭湯ランナー歓迎、荷物の一時預かり可能です。飛鳥山公園を走った後に、ひとっ風呂どうぞ。紹介エッセイはこちら。最新の銭湯情報はこちら,https://www.facebook.com/kitasento/
鶴の湯,557,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5865-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5866-197x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5867-197x350.jpg""]",日替わりで薬湯を実施しています。よく冷えた水風呂が好評。浴槽のジェットは強力です。ドライヤーは無料。春には店いっぱいに蘭の花が咲きます。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://x.com/TsuruTava
飛鳥山温泉,558,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5870-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5871-260x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5872-234x350.jpg""]",湯船は井戸水を使用。男湯に椅子型マッサージ器（100円）、女湯にリクライニング型マッサージ器（100円）があります。男湯には整髪料（リキッド・トニック）、アフターシェーブローショーンを設置。女湯には綿棒、スキンクリーム・化粧水を設置。ドライヤーは無料です。銭湯ランナー歓迎、荷物の一時預かり可能です。最新の銭湯情報はこちら,http://asuka1010.main.jp/
滝野川浴場,559,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5876-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5877-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5878-350x263.jpg""]",お湯は薪で沸かしています。浴室にペンキ絵がある、昔ながらの銭湯です。薬湯は土日のみ実施。最新の銭湯情報はこちら,https://www.facebook.com/kitasento/
滝野川稲荷湯,560,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/IMG-8887-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_4421-300x201.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3_4393-300x200.jpg""]",映画『テルマエ・ロマエ』に登場した、昔ながらの雰囲気が味わえる宮造り銭湯。レトロですが手入れは行き届いています。熱めのお湯が自慢です。2014年12月のリニューアル時に、ぬる湯の浴槽を設けました。あつ湯、普通、ぬる湯と、３つの浴槽があります。薬湯は土日祝に実施。イベントはインスタ@takinogawa_inariyuにてチェックください。2022年6月に、隣接する湯上り処「稲荷湯長屋」＠inariyu.nagayaがオープン。紹介エッセイはこちら。稲荷湯の先代女将さんへのインタビューはこちら。最新の銭湯情報はこちら,https://takinogawa-inariyu.com/
クアパレスゆうゆう,561,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/9a257748c13826426fc987ef2b4ccf5b-250x170.jpg""]",土曜、日曜は週替わりの薬湯実施。浴室に設置した大画面のＴＶでスポーツ観戦入浴！　1週間ごとに男女の浴室を入れ替えます。ラジウム温泉の露天風呂があります。最新の銭湯情報はこちら,https://www.facebook.com/kitasento/
大黒湯,565,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5892-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5893-263x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5894-350x263.jpg""]",日替わりで薬湯を実施しています。ジェットが強力。とてもアットホームな銭湯です。ぜひ、和みに来てください。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,https://daikokuyu-kaminakazato.com/
松の湯,566,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5902-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5903-246x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5904-350x246.jpg""]",ビルの2階にある銭湯です。日替わり薬湯を実施。ジェットが強力です。岩盤泉あり。最新の銭湯情報はこちら,https://www.facebook.com/kitasento/
豊島湯,569,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/4f5768da893d416e9d118351a72b7199-250x170.jpg""]",ジェット、バイブラのほか、電気風呂があります。ミストサウナも設置。最新の銭湯情報はこちら,https://www.facebook.com/kitasento/
宝泉湯,571,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5924-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5925-350x246.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5926-350x246.jpg""]",ジェット、バイブラ、電気風呂、水風呂など浴槽設備が充実。露天風呂が人気です。ロビーが広くてくつろげます。銭湯ランナー歓迎、荷物の一時預かり可能です。最新の銭湯情報はこちら,https://www.facebook.com/kitasento/
金星湯,572,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5935-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5936-350x246.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_5937-350x246.jpg""]",日曜のみ朝湯を実施。朝湯ではコーヒーセット（トースト、コーヒー、ジュース、玉子）を500円で提供。玉置弘氏の水墨画展示。強力なジェットを設置。よく冷えた水風呂が好評。最新の銭湯情報はこちら,https://kinseiyu1010.stars.ne.jp/
やなぎ湯,575,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5961-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5962-350x246.jpg""]",ジェット、バイブラ、炭酸泉、シルク風呂、電気風呂など浴槽設備の種類が豊富。露天の炭酸泉が人気です。ぬる湯の浴槽、サウナもあります。銭湯ランナー歓迎、荷物の一時預かり可能です。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://twitter.com/yanagiyu_1010
COCOFURO（ココフロ）かが浴場,577,"[""https://www.1010.or.jp/map/wp-content/uploads/2023/05/1__199057455-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2023/05/2__199057462-th-300x225.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2023/05/3__199254022-th-300x200.jpg""]",2023年5月16日オープン。お風呂は奥飛騨の天然湯の花を使用した「華の湯・電気風呂」、 厳選した生薬・入浴剤等を使用した変わり湯の「彩の湯」、深さ90cmの冷水風呂の3種類。サウナは「サイレントロウリュ」と「爆風ミュージックロウリュ」を提供し、サウナの後は地下水シャワーと外気浴スペースでリフレッシュ。ロビーでは生ビール・各種ドリンク・ソフトクリーム等をご用意し、コンパクトながら身近な憩いの場としてご利用いただけます。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,https://cocofuro.com/kagayokujo/
十條湯,578,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_3368-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2-th4-300x225.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3-th3-300x225.jpg""]",ジェット、バイブラ、ぬる湯、水風呂など浴槽設備が豊富です。立ちシャワー、サウナも完備。よく冷えた水風呂が好評です。高い天井、清潔感、質のよい井戸水もセールスポイントです。併設の喫茶店「喫茶深海」は2021年8月3日リニューアルオープン（営業時間：15～21時、定休日：月曜・金曜）。WEB1010の紹介記事（マンガ）はこちら。紹介エッセイはこちら。最新の銭湯情報はこちら,https://twitter.com/jujoyu_1010
岩の湯,579,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/f88e77f4fc47c24dfa16c305539dac8d-250x170.jpg""]",井戸水を薪で沸かした新鮮なお湯を提供しています。日替わり薬湯が人気。ジェットが強力です。ペンキ絵がある昔ながらの銭湯です。最新の銭湯情報はこちら,https://www.facebook.com/kitasento/
お玉湯,580,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5982-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5983-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_3_5985-350x263.jpg""]",日替わり薬湯を実施しています。新荒川大橋サッカー、野球場、マラソンコースから一番近い銭湯です。《赤羽走り》マラソンレース開催日は朝から営業。【荷物預かり＆入浴セット】ロッカーの予約24ｈ受付中↓https://airrsv.net/otamayu/calendarWEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://www.facebook.com/otamayu.akabane
富士の湯,581,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3dd8bd8f1aa51a97862faddea0b1b2d4-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/68e7f2ac30af2ffdd5e669f4ec9810d0-225x300.jpg""]",強力なジェットバスの昔ながらの銭湯です。不定期で薬湯を実施しています。最新の銭湯情報はこちら,https://www.facebook.com/kitasento/
藤の湯,582,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/d4f089876b6d584e4326f25fb24405b1-1-250x170.jpg""]",数種類の日替わり薬湯を実施。ジェット、バイブラ、水風呂、サウナ、立ちシャワーがあります。最新の銭湯情報はこちら,https://www.facebook.com/kitasento/
平和湯,583,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_5998-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_5999-245x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_6000-245x350.jpg""]",日本三大ラジウム温泉として有名な新潟県栃尾又温泉付近で産出したトゴール・ウオームタイトと地下水で作る人工温泉は、医薬部外品承認の湯。神経痛、リウマチ、腰痛、肩こり、うちみ、くじき、冷え性、しもやけ、あせもに効能あり。WEB1010の紹介記事はこちら。インドアビューはこちら。最新の銭湯情報はこちら,https://www.facebook.com/kitasento/
ＨＯＴランドみどり湯,585,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_6011-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_6012-350x244.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_6013-350x244.jpg""]",北区の三ツ星銭湯。日祝は季節の健康湯。生ビールで極楽気分！　ジェット、バイブラ、電気風呂、岩風呂、露天風呂、薬湯、水風呂、サウナなど設備充実。　2週間ごとに男女浴室入れ替え。銭湯ランナー歓迎、荷物の一時預かり可能です。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,http://midoriyu.main.jp/
テルメ末広,586,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_6015-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_6016-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_6017-350x263.jpg""]",ジェット、バイブラ、水風呂、露天風呂、サウナ、立ちシャワーを設置。手作りの自然薬湯も人気。荒川土手ランニングの好基点（荷物預可）。ＨＰあり。銭湯ランナー歓迎、荷物の一時預かり可能です。紹介エッセイはこちら。最新の銭湯情報はこちら,http://www.therme.co.jp/
露天風呂ゆの花,587,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/9b67a7adf2575caca01f991423eb095a-250x170.jpg""]",ジェット、バイブラ、電気風呂、日替わり薬湯、露天風呂、立ちシャワーなどを設置。露天風呂は福島県産の天然湯の華を使用した再生温泉です。都内で温泉旅行気分が味わえます。WEB1010の紹介記事（マンガ）はこちら。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,http://www.e-yunohana.com/
ゆーらんど,588,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/6dfc9a721b5633871d68cfaac92f13c9-250x170.jpg""]",ジェット、バイブラ、水風呂、薬湯、サウナ、立ちシャワーなどを設置。大広間で休憩できます。飲食コーナーのメニュー充実。心もからだもリフレッシュ。インドアビューはこちら。最新の銭湯情報はこちら,https://1010itabashi.or.jp/facility/ゆーらんど/
さくら湯,590,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_6029-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_6030-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_6031-350x263.jpg""]",ジェット、バイブラ、水風呂、立ちシャワー、サウナなどを設置。大きな浴槽でゆったりと。日替わり薬湯を実施。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://1010itabashi.or.jp/facility/さくら湯/
金松湯,591,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_6038-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_6039-263x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_6040-350x263.jpg""]",ジェット、バイブラ、立ちシャワーなどを設置。駅から２分、途中下車していい気分。サウナは男性のみ。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://1010itabashi.or.jp/facility/金松湯/
第二富士見湯,592,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_6047-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_6048-350x263.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_6049-350x263.jpg""]",イタリアンタイルの雰囲気の良い銭湯。ジェット、バイブラ、水風呂、立ちシャワー、サウナなどを設置。ジェットが強力です。最新の銭湯情報はこちら,https://1010itabashi.or.jp/facility/第二富士見湯/
