name,num,images,description,website
金春湯,169,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7068-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7069-243x350.jpg""]",心も体も温まるアットホームな銭湯です。インドアビューはこちら。最新の銭湯情報はこちら,https://twitter.com/yuya_konparu
ニュー松の湯,171,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3f03485907e8db9cec748c68132243d5-250x170.png""]",銭湯ランナー大歓迎（荷物の一時預かり可能）。挨拶と掃除が行き届いています。インドアビューはこちら。最新の銭湯情報はこちら,
辰巳湯,172,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7074-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7075-350x198.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7076-234x350.jpg""]",緑の植物と大きな浴槽でゆったり。ドライヤー無料。ティーサーバーが男女脱衣場に設置してあります。ロビーが広くてくつろげます。銭湯ランナー大歓迎（荷物の一時預かり可）。WEB1010の紹介記事はこちら。インドアビューはこちら。最新の銭湯情報はこちら,http://www.maroon.dti.ne.jp/tatsumi/index.html
深川温泉 常盤湯,173,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/TOP_8996-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_1982-th-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_1961-th-300x200.jpg""]",2023年3月16日、リニューアルオープン。宮造りの建物は活かしたまま全ての設備を一新。新たに掘削した天然温泉（ナトリウム-塩化物冷鉱泉）の浴槽をはじめ、高濃度浸透炭酸泉（低温）、寝風呂（高温）、シルキーバス（中温）を導入。男湯にはオートロウリュサウナ（定員11名）、女湯にはサウナ（定員6名）を新設。男湯の広大な露天スペースにはサウナ、水風呂、天然温泉、ととのいスペースを設置。昔ながらの雰囲気を感じながら最新の設備が楽しめます。田中みずきさんが描いた富士山のペンキ絵が浴室を彩ります。Instagram:tokiwayu1010WEB1010の紹介記事（リニューアル前）はこちら。紹介エッセイはこちら。最新の銭湯情報はこちら,https://tokiwayu.com/
竹の湯,174,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/f7a20c562dfcb477ed1860743df9d9e6-250x170.png""]",三ッ目通り、森下5丁目交差点角、日替わり薬湯を実施しています。BGMが流れる清潔空間、挨拶にも力を入れています。ペンキ絵もお楽しみください。駐車場は５台分あります。インドアビューはこちら。最新の銭湯情報はこちら,https://twitter.com/takenoyu_koto
猿江 亀の湯,175,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/b738b7cf07fde4600764527f977ac980-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/35acaa52f015306d375a35769e4d6234-300x225.jpeg""]",2019年3月17日（日）、リニューアルオープン！　浴室を全面改装し大きな湯船を設けました。日替わりの薬湯を実施。ジェット、バイブラ完備。雄大な風景のタイル絵を見ながら、広い湯船でのんびりくつろげます。手ぶら入浴可能（有料貸タオル、ボディソープ、シャンプー）です。深夜12時まで営業。無料駐車場有り。WEB1010の紹介記事はこちら。インドアビュー（リニューアル前）はこちら。最新の銭湯情報はこちら,https://twitter.com/kamenoyusarue
隆乃湯,178,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/7f64586e66655f028114b07bec71a60c-250x170.png""]",当店の自慢はなんといっても熱めのお湯です！インドアビューはこちら。最新の銭湯情報はこちら,
富山湯,179,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/4bb49258cacb1e9a1128ac5f4563a7d9-250x170.png""]",日替わり薬湯と強力ジェットバスが人気です。挨拶と清潔さに自信を持っています。インドアビューはこちら。最新の銭湯情報はこちら,
第二久の湯,180,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/d8191d31babc3e2aed323bc8a1cbd4b9-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/4e71fd600cb980506ac03ffa7de8881b-300x191.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/13b53d65507b7252c544f8cc9432bc50-300x277.jpg""]",日替わり薬湯を行っています。よく冷えた水風呂も好評です。インドアビューはこちら。最新の銭湯情報はこちら,https://sites.google.com/view/hisanoyu
らかん湯,181,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/5f1dd4af08d63ae5ac6aea384df115ec-250x170.png""]",浴室の広い銭湯です。浴槽の種類が豊富で、薬湯と電気風呂が好評です。強力ジェットバスも人気の的。掃除は隅々まで行き届いているので、ゆっくりくつろげます。インドアビューはこちら。最新の銭湯情報はこちら,https://twitter.com/rakanyu1010
春の湯,183,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2f29d8bdd7dbac893db6d402ede795e1-250x170.jpg""]",泡立ち、泡切れのよいマイナスイオンをたっぷり含んだ磁気水を使用。ジェットの水流が強いです。ドライヤーは無料で使えます。レトロな雰囲気の昔ながらの銭湯を味わいたい方は、ぜひお越しください。最新の銭湯情報はこちら,
竹の湯,184,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3_0009-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/top_0018-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/5_0027-300x200.jpg""]",しっかりした挨拶が自慢です。WEB1010の紹介記事はこちら（2015/11）。WEB1010の紹介記事はこちら（2018/2）。インドアビューはこちら。最新の銭湯情報はこちら,
亀の湯,186,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/a3e2e93f26e6aeab892eb6326e127699-250x170.png""]",昔ながらの高い天井、広い洗い場でゆったり、のんびり。手入れの行き届いた庭の四季折々の草花が彩りを添えます。清潔な銭湯です。インドアビューはこちら。最新の銭湯情報はこちら,
文化湯,188,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2201c5c8ec9fa4ce025de3877bc03ac3-250x170.png""]",血行促進の効能があるといわれる炭酸泉には、長時間ゆっくりつかってください。日曜・祝日は露天風呂でペパーミントなど数種類の薬湯を実施しています。入浴後は大きなテレビを見ながらお休みください。いつも清掃には気をつけています。インドアビューはこちら。最新の銭湯情報はこちら,
喜楽湯,191,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/top_8109-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_8118-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_8022-300x200.jpg""]",日替わり薬湯を行っています。挨拶がいいとお客さまにいつもほめられています。WEB1010の紹介記事はこちら。インドアビューはこちら。最新の銭湯情報はこちら,
藤の湯,192,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/aedb3be390ac7f033109d79db5921e3d-250x170.png""]",熱めのお湯で、日替わり薬湯を実施。BGMを聴きながらの強力ジェット浴は最高！　男湯だけですが、ドライヤーは無料です。清潔感あふれる銭湯です。インドアビューはこちら。最新の銭湯情報はこちら,
不二の湯,194,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/114-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/214-300x225.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/315-300x225.jpg""]",清潔感をモットーにしたお風呂をゆっくりお楽しみいただけます。WEB1010の紹介記事はこちら。インドアビューはこちら。最新の銭湯情報はこちら,
美登利湯,195,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7077-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7078-233x350.jpg""]",薪で沸かしたお風呂です。銭湯ランナー歓迎（荷物の一時預かり可能）。しっかり挨拶の昔ながらの銭湯です。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/488
梅の湯,196,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7079-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7080-234x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7081-350x213.jpg""]",いつも清潔、明るいお店です。井戸水を沸かした熱い湯につかりながら、ペンキ絵をお楽しみください。銭湯ランナー歓迎（荷物の一時預かり可能）。レトロな銭湯ですが、掃除と挨拶には自信があります。下足の正面に登り鯉のタイル絵があります。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/482
大和湯,198,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7089-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7090-350x234.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7091-350x234.jpg""]",強力ジェットでのマッサージは効果絶大！　露天風呂では毎日、バラエティに富んだ変わり湯を実施しています。広ーい浴槽が自慢です。ドライヤーは無料。広いロビーでおくつろぎください。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/479
ニコニコ湯,202,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7113-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7114-350x234.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7115-350x234.jpg""]",薬湯でリラックス、エステでマッサージ、小プールでお子さんも大喜び。浴室が男女で日替わりのため、設備が毎日異なります。日替わりの薬湯を実施。浴槽設備の種類が豊富です。銭湯ランナー歓迎(荷物の一時預かり可能)。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/473
金の湯,203,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7121-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7122-350x234.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7123-350x234.jpg""]",露天風呂が人気。ペンキ絵あり。井戸水使用で浴槽設備の種類が豊富です。広々としたロビーには大きなテレビを設置しています。水風呂と強力ジェットが人気。清潔感と挨拶には自信があります。インドアビューはこちら。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/463
タカラ湯,204,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7128-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7129-350x234.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7130-350x234.jpg""]",「キングオブ縁側」ともいわれ、縁側から見える四季折々の花が楽しめる日本庭園は、都内№1と評判です。井戸水を薪で沸かし、日替わりの薬湯が人気。よく温まるハーブ湯を実施しています。浴槽設備の種類が豊富です。サウナは女湯のみ。ロビーもゆったりしています。銭湯ランナー歓迎（荷物の一時預かり可能）。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,http://slowtime.net/takarayu
曙湯,206,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7141-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7142-350x234.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7143-350x234.jpg""]",井戸水を薪で沸かしたお風呂です。日替わり薬湯と露天風呂が好評。水風呂と強力ジェットもお楽しみください。レトロな雰囲気の昔ながらの銭湯です。WEB1010の紹介記事（マンガ）はこちら。インドアビューはこちら。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/449
常盤湯（足立）,207,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7147-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7148-350x234.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7149-350x234.jpg""]",2階が浴場、ゆったりと明るく心を癒す雰囲気の銭湯です。脱衣場も洗い場も広いのが特徴。質のよい井戸水の熱めの湯が自慢でジェットが強力。きちんとした挨拶も好評。BGMがいいムードを醸し出します。インドアビューはこちら。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/446
明美湯,209,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7158-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7159-350x234.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7160-350x234.jpg""]",テレビ、週刊誌等で取り上げられています。北海道の二股温泉のお湯が自慢です。湯はアルカリ性で湯冷めしません。男湯にはプールもあります。個人用のジェット浴槽には、種々の浴剤を入れてスイッチで動くという、他にはない仕掛けになっており、皆様に喜ばれています。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/439
若松湯,210,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7165-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7166-350x234.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7167-263x350.jpg""]",岩風呂の漢方薬湯と軟水の湯で体ポカポカ、お肌ツルツル！　ミスト森林浴もどうぞ。浴槽設備の種類が豊富で、井戸水を使っています。BGMが流れる店内で、ゆったりとした時間をお過ごしください。インドアビューはこちら。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://www.wakamatsuyu.com/
大和湯,211,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7171-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7172-350x234.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7173-350x234.jpg""]",いつも清潔、薬湯草津温泉が人気バツグン。インドアビューはこちら。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/429
永泉湯,212,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7176-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7177-350x234.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7178-350x247.jpg""]",スーパーエステで、あなたもスリムボディーに！　質のよい井戸水を薪で沸かしています。湿式サウナは無料。庭の手入れが行き届いた、清潔で挨拶が気持ちいい銭湯です。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/423
湯処じんのび,213,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7182-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7183-350x234.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7184-350x234.jpg""]",銭湯って寺子屋である。乳幼小児を連れて、ぜひご体験ください。メルヘンバス(R)、散歩風呂(R)などが好評です。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/313
おきもと湯,214,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7188-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7189-350x234.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7190-350x234.jpg""]",いつも清潔です。日替わり薬湯が人気です。井戸水を薪で沸かし、ジェットは強力。庭が美しい昔ながらの銭湯です。清潔さと挨拶には自信を持っています。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/421
竹の湯,216,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7198-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7199-350x234.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7200-350x234.jpg""]",屋内に7種の湯、中でも薬湯＋電気風呂が人気。屋外は男女露天風呂と東屋付きで、ゆっくり外の風に当たることもできます。井戸水を沸かした浴槽設備の種類が豊富で、庭も評判。清掃にはとても注意を払っています。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/411
堀田湯,218,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/IMG_1254-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2-th5-300x225.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3-th4-300x225.jpg""]",2022年4月26日リニューアルオープン。浴室エリアには大きな浅風呂（ぬるめ）、深風呂（熱湯）を用意。リニューアル前と変わらない迫力のタイル絵を眺めながらお風呂が楽しめます。女湯は薬湯、温度と深さの異なる２種類の水風呂、都内初となる「ウォーリュウ（ウォール＋ロウリュウ）」式サウナを設置しています。男湯の露天エリアには薬草サウナ（12名まで入室可）、都内最深160cmの水風呂、巨大な露天風呂を設置。広々とした休憩スペースでくつろげます。紹介エッセイはこちら。最新の銭湯情報はこちら,https://4126.tokyo/
岡田湯,219,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7217-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7218-350x233.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7219-233x350.jpg""]",シルキーバスが人気。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,http://okadayu.com/
星谷浴泉,220,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7225-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7226-233x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7227-350x233.jpg""]",ペンキ絵があり、薪で沸かしたお湯の昔ながらの銭湯です。男湯には血圧計が、女湯にはパッチワークが展示されています。最終入店時刻は22:30。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/390
江北湯,224,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7249-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7250-350x222.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7251-350x234.jpg""]",2019年11月リニューアルオープン。高純度軟化水（軟水）と炭酸泉を新たに導入。薬湯・電気風呂・ジェットバスも完備。レトロな雰囲気の中、最新の入浴設備が楽しめます。インドアビューはこちら。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/388
玉の湯,227,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/111-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/211-300x201.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/312-300x201.jpg""]",当店は、洗濯機10台、乾燥機8台のコインランドリーも併設していますのでご利用ください。当店の湯水はすべてマイナスイオン水を使用しており、湯上がりのお肌のしっとり感や髪の毛のサラサラ感が実感できます。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/378
大平湯,231,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7291-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7292-234x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7293-350x234.jpg""]",2001年にリニューアルオープン。建築家・今井健太郎氏が設計した銭湯の第1号店。歩行湯が人気です。日曜日は朝湯をやっています。ドライヤー無料。飲食コーナーのメニューが充実しています。大きなテレビを設置しているほか、BGMを流しています。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/358
富士の湯,234,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7310-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7311-350x249.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7312-350x234.jpg""]",41℃のややぬるいお湯ですから、お子さんも入りやすいです。お湯は薪で沸かしています。湯上がり後は広いロビーでおくつろぎください。駐車場は5台分あります。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/345
松乃湯,235,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_7316-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_7317-350x234.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_7318-350x234.jpg""]",熱めのお湯が自慢です。駐車場は１台のみ。最新の銭湯情報はこちら,https://adachi1010.tokyo/archives/326
アクアガーデン栄湯,240,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_4711-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_4712-350x245.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_4713-350x245.jpg""]",体にやさしく、子供も喜ぶぬるめの湯。大人は疲れをほぐし、やみつきになる電気ブロ、浅い浴槽もありますから、お子様にも安心して入浴いただけ、家族で楽しめます。祝日と週末は日替わり薬湯の露天風呂をお楽しみください。キーンと冷えた生ビールやソフトドリンクも待ってます。最新の銭湯情報はこちら,https://katsushika1010.com/sento/%E3%82%A2%E3%82%AF%E3%82%A2%E3%82%AC%E3%83%BC%E3%83%87%E3%83
寿湯,241,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/24_higayotsu_kotobukiyu_a-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/24_higayotsu_kotobukiyu_b-300x193.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/24_higayotsu_kotobukiyu_g-300x193.jpg""]",広い湯船から庭の緑が眺められる癒しの湯です。熱めのお湯が自慢。露天風呂は男湯のみ。サービスアイテムは男湯のぶら下がり健康機、女湯のベビーベッド、籐の脱衣籠、お釜型ドライヤー。店内にはBGMが流れています。最新の銭湯情報はこちら,https://katsushika1010.com/sento/%E5%AF%BF%E6%B9%AF/
富の湯,242,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_4717-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_4718-247x350.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_4719-244x350.jpg""]",お肌にやさしいと評判の軟水風呂、薪で沸かした熱めながらやわらかなお湯、日替わりの薬湯が自慢の昔ながらのレトロな銭湯です。最新の銭湯情報はこちら,https://katsushika1010.com/sento/%E5%AF%8C%E3%81%AE%E6%B9%AF/
成弘湯,244,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/18_tate_seikouyu_a-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/18_tate_seikouyu_b-300x193.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/18_tate_seikouyu_c-300x193.jpg""]",京成線青砥駅からと徒歩7分のところにある銭湯です。ペンキ絵があります。最新の銭湯情報はこちら,https://katsushika1010.com/sento/%E6%88%90%E5%BC%98%E6%B9%AF/
アクアドルフィンランド,245,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/19_tate_aquadl_a-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/19_tate_aquadl_b-300x193.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/19_tate_aquadl_c-300x193.jpg""]",金曜はオリジナル薬湯、21世紀を代表するビッグな銭湯。浴槽の設備の種類が大変豊富な銭湯です。最新の銭湯情報はこちら,https://katsushika1010.com/sento/アクアドルフィンランド/
喜久の湯,246,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/18-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/28-300x225.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/38-300x225.jpg""]",浴槽設備の種類が豊富で、サウナ、強力ジェット、立ちシャワー、バイブラ、よく冷えた水風呂あり。店内にはBGMが流れています。清掃と挨拶に力を入れています。WEB1010の紹介記事はこちら。WEB1010の紹介記事（マンガ）はこちら。最新の銭湯情報はこちら,https://katsushika1010.com/sento/%E5%96%9C%E4%B9%85%E3%81%AE%E6%B9%AF/
末広湯,247,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_0175-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_0103-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3_0154-300x200.jpg""]",シンプルが一番と商い続けて50年。なにもございませんが、お湯はタップリございます。ぜひ、おめしあがりください。しいて申し上げれば、質のよい井戸水で沸かしたお湯、手入れされた中庭、強力ジェットが売りでしょうか。挨拶のいい清潔なレトロ銭湯です。WEB1010の紹介記事はこちら。最新の銭湯情報はこちら,https://katsushika1010.com/sento/末広湯
興和浴場,251,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/26_kama_kouwa_a-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/26_kama_kouwa_b-300x193.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/26_kama_kouwa_c-300x193.jpg""]",ペンキ絵が自慢の銭湯です。駐車場は3台までご利用いただけます。最新の銭湯情報はこちら,https://katsushika1010.com/sento/%E8%88%88%E5%92%8C%E6%B5%B4%E5%A0%B4/
金町湯,256,"[""https://www.1010.or.jp/map/wp-content/uploads/2015/03/1_9967-th-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/2_0043-th-300x200.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/2015/03/3_0124-th-300x200.jpg""]",2021年9月10日（金）、リニューアルオープン！　「ニューレトロ」をコンセプトに、宮造り建築の特徴を残して全面改装。日本で初めてオブジェとして番台を保存したほか、招き猫、坪庭、格天井、柱時計、ペンキ絵など昭和の雰囲気が楽しめます。浴槽はジェット、バイブラに加え、新たに水風呂を設置。サウナがある浴室とない浴室を、毎週金曜日に男女を入れ替えます。サウナがある浴室のほうには、外気浴が楽しめる「ととのい」スペースも用意。モダンとレトロが同時に楽しめる銭湯です。自転車専用駐輪場を用意してあります。紹介エッセイはこちら。最新の銭湯情報はこちら,https://kanamatiyu1943.wixsite.com/kanamachiyu
栄湯（葛飾）,257,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_4740-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_4741-350x233.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_4742-350x233.jpg""]",立ちシャワー（12基）が好評です。しっかりした挨拶を心がけ、居心地のいい銭湯を目指しています。お客様の満足、これこそが当店のモットーです。最新の銭湯情報はこちら,https://katsushika1010.com/sento/%E6%A0%84%E6%B9%AF/
富士の湯,258,"[""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_0_4750-250x170.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_1_4751-350x243.jpg"", ""https://www.1010.or.jp/map/wp-content/uploads/import2/eyecatch_2_4752-350x244.jpg""]",家族一同、笑顔でお待ちしています。清潔第一と心掛けています。体にやさしい薪で沸かしたお湯を楽しんでください。2階には釜飯「ほんま」があり、美味しいと評判です。ぜひお立ち寄りください。Instagram:fujinoyu.kameari最新の銭湯情報はこちら,https://katsushika1010.com/sento/%E5%AF%8C%E5%A3%AB%E3%81%AE%E6%B9%AF/
